,id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
3519,C91852106,PROPERTY,"2 BHK Flat in Palm Beach, Sanpada","2 BHK Flat in Palm Beach, Sanpada",Paradise Sai Pride,"Palm Beach, Sanpada",₹3.35 Cr,"₹29,130 /sqft","1,150 sqft",(107 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,18th out of 28 Floors | Overlooking Park,,"This residential flat is north-East-Facing direction. The flat occupies a super built up area of 1150 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 18th floor of this 28 floors tall residential building. This is a ready to move project and the property is 10+ years old. The floor of this flat is beautifully designed using marble flooring, giving the...",PARAS REAL ESTATE CONSULTANT,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paradise-sai-pride-palm-beach-navi-mumbai-1150-sqft-spid-C91852106,,3
3520,N92727828,PROPERTY,"3 BHK Flat in Sector 19 Sanpada, Navi Mumbai","3 BHK Flat in Sector 19 Sanpada, Navi Mumbai",bhumiraj iraisa,"Sector 19 Sanpada, Navi Mumbai",₹2.8 Cr,"₹29,473 /sqft",950 sqft,(88 sqm),Carpet Area,3 BHK,3.0,Ready To Move,6th out of 27 Floors | Overlooking Park,,"The flat is facing the west direction. The flat occupies a carpet area of 950 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. The property is located on the 6th floor of a 27 floors tall building. As the project is already ready to move, so you can easily move into this 10+ years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a plea...",Shree Real Estate Consultant,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-19-sanpada-navi-mumbai-950-sqft-spid-N92727828,,3
3521,O91959600,PROPERTY,"2 BHK Flat in Palm Beach, Sanpada","2 BHK Flat in Palm Beach, Sanpada",Paradise Sai Pride,"Palm Beach, Sanpada",₹3.5 Cr,"₹46,666 /sqft",750 sqft,(70 sqm),Carpet Area,2 BHK,2.0,Ready To Move,18th out of 28 Floors | Overlooking Swimming Pool,,"This property faces the west direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 750 sq.Ft. This flat is situated on the 18th floor of this 28 floors tall residential building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to ...",Rajesh Kumar Singh,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paradise-sai-pride-palm-beach-navi-mumbai-750-sqft-spid-O91959600,,3
3522,R92615494,PROPERTY,"1 BHK Flat in Sector 9 Sanpada, Navi Mumbai","1 BHK Flat in Sector 9 Sanpada, Navi Mumbai",CIDCO Millennium Towers,"Sector 9 Sanpada, Navi Mumbai",₹1.4 Cr,"₹31,111 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,1.0,Ready To Move,6th out of 14 Floors | Overlooking Main Road,,"This residential flat is east-Facing direction. Containing 1 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a carpet area of 450 sq.Ft. This flat lies on the 6th level of a 14 storey building. This is a ready to move project and the property is 10+ years old. The beautifully designed vitrified flooring enhances the beauty of the flat. Another plus point for this is that it is si...",S T Real Estate,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-cidco-millennium-towers-sector-9-sanpada-navi-mumbai-450-sqft-spid-R92615494,,3
3523,C92141504,PROPERTY,"2 BHK Flat in Palm Beach, Sanpada","2 BHK Flat in Palm Beach, Sanpada",Paradise Sai Pride,"Palm Beach, Sanpada",₹3.5 Cr,"₹28,000 /sqft","1,250 sqft",(116 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,18th out of 28 Floors | Overlooking Park,,"This property faces the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1250 sq.Ft. This flat is situated on the 18th floor of this 28 floors tall residential building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is alread...",Best Estate Consultant,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paradise-sai-pride-palm-beach-navi-mumbai-1250-sqft-spid-C92141504,,3
3524,E90996808,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Gami Terra,"Sanpada, Navi Mumbai",₹3.5 Cr,"₹38,888 /sqft",900 sqft,(84 sqm),Carpet Area,2 BHK,2.0,Ready To Move,14th out of 26 Floors | Overlooking Park,,"Situated on the 14th floor of a 26-Story high-Rise in gami terra, sanpada, this furnished 2 bhk flat spans 900 sqft and features 2 bedrooms and 2 bathrooms. Ready for immediate possession, it offers a modular kitchen, parking, power backup, and access to a gym and swimming pool. Conveniently close to juinagar railway station, belpada metro, and inorbit mall vashi.",Owner,3mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gami-terra-sanpada-navi-mumbai-900-sqft-spid-E90996808,,3
3525,L92679072,PROPERTY,"4 BHK Flat in Sector 8 Sanpada, Navi Mumbai","4 BHK Flat in Sector 8 Sanpada, Navi Mumbai",kamdhenu grand,"Sector 8 Sanpada, Navi Mumbai",₹5.25 Cr,"₹21,604 /sqft","2,430 sqft",(226 sqm),Built-up Area,4 BHK,4.0,Ready To Move,33rd out of 42 Floors | Overlooking Sea,,"Project specifications & pricingaccording to details from revaa homes and housivity, the project features:Total units: 210 to 227 units spread across a ~1.07-Acre site.Configurations:2 bhk: Carpet area ranges from 617 to 786 sq. Ft., priced from 1.99 cr.4 bhk: Larger layouts priced around 3.99 cr.Rera id: Registered under number p.Key amenitiesthe project is designed as an ""elite gated communit...",HRV Estates,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-8-sanpada-navi-mumbai-2430-sqft-spid-L92679072,,3
3526,F92380138,PROPERTY,"3 BHK Flat in Sector 8 Sanpada, Navi Mumbai","3 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Kamdhenu Vogue,"Sector 8 Sanpada, Navi Mumbai",₹4 Cr,"₹36,866 /sqft","1,085 sqft",(163 sqm),Carpet Area,3 BHK,3.0,Ready To Move,11th out of 36 Floors | Overlooking Park,,"Kamdhenu vogue"" typically refers to two distinct categories: High-End luxury real estate in navi mumbai or divine home decor figurines used for spiritual and aesthetic purposes.1. Kamdhenu vogue real estate (Navi mumbai)located in sanpada, sector 8, kamdhenu vogue is a g+36 storey ultra-Luxury residential tower designed with modern architectural and decorative finishes. Key decorative and desig...",HRV Estates,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kamdhenu-vogue-sector-8-sanpada-navi-mumbai-1750-sqft-spid-F92380138,,3
3527,L92459394,PROPERTY,"2 BHK Flat in Palm Beach, Sanpada","2 BHK Flat in Palm Beach, Sanpada",Paradise Sai Pride,"Palm Beach, Sanpada",₹3.5 Cr,"₹30,567 /sqft","1,145 sqft",(106 sqm),Built-up Area,2 BHK,2.0,Ready To Move,18th out of 28 Floors | Overlooking Park,,"This property faces the north-West direction. Constructed on a built up area of 1145 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 18th floor of a 28 floors tall building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. The floor of this flat is beautifully designed using vitrified flooring, ...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paradise-sai-pride-palm-beach-navi-mumbai-1145-sqft-spid-L92459394,,3
3528,A91395608,PROPERTY,"2 BHK Flat in Palm Beach, Sanpada","2 BHK Flat in Palm Beach, Sanpada",Paradise Sai Pride,"Palm Beach, Sanpada",₹3.45 Cr,"₹35,204 /sqft",980 sqft,(91 sqm),Built-up Area,2 BHK,2.0,Ready To Move,18th out of 28 Floors | Overlooking Park,,"This property faces the north-West direction. Constructed on a built up area of 980 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 28 floors and this property is situated on 18th floor. As the project is already ready to move, so you can easily move into this 10+ years old property. The floor of this flat is beautifully designed using vitrified floor...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paradise-sai-pride-palm-beach-navi-mumbai-980-sqft-spid-A91395608,,3
3529,Q88003798,PROPERTY,"3 BHK Flat in Sector 14 Sanpada, Navi Mumbai","3 BHK Flat in Sector 14 Sanpada, Navi Mumbai",V R Keshav Kunj 3,"Sector 14 Sanpada, Navi Mumbai",₹4.1 Cr,"₹24,848 /sqft","1,650 sqft",(153 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,8th out of 11 Floors | Overlooking Park,,G+14 story tower flat on middle flore well maintained society total 3 wing a b c fully furnished just walking distance school hospitals and railway station,PARAS REAL ESTATE CONSULTANT,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-v-r-keshav-kunj-3-sector-14-sanpada-navi-mumbai-1650-sqft-spid-Q88003798,,4
3530,Q85482782,PROPERTY,"3 BHK Flat in Sanpada, Navi Mumbai","3 BHK Flat in Sanpada, Navi Mumbai",Gunina Chs,"Sanpada, Navi Mumbai",₹3.8 Cr,"₹25,333 /sqft","1,500 sqft",(139 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,2nd out of 19 Floors | North-East Facing,,"Situated in sanpada, navi mumbai, gunina chs is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in navi mumbai is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The flat is over 1500 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The property is located...",Luxury real estate Consultant,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sanpada-navi-mumbai-1500-sqft-r2-spid-Q85482782,,4
3531,V87135112,PROPERTY,"3 BHK Flat in Sector 18 Sanpada, Navi Mumbai","3 BHK Flat in Sector 18 Sanpada, Navi Mumbai",Godrej Eternal Palms,"Sector 18 Sanpada, Navi Mumbai",₹3.99 Cr,"₹26,600 /sqft","1,500 sqft",(139 sqm),Built-up Area,3 BHK,3.0,Under Construction,14th out of 37 Floors | Overlooking Main Road,,"This lovely 3 bhk apartment/flat in sector 18 sanpada is available for sale in one of navi mumbai's most popular projects, godrej eternal palms. This property faces the east direction. Constructed on a built up area of 1500 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 37 floors in total and the flat for sale is located on the 14th floor. Thi...",KRISHNA ENTERPRISES,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-18-sanpada-navi-mumbai-1500-sqft-r3-spid-V87135112,,4
3532,F92645428,PROPERTY,"3 BHK Flat in Sanpada, Navi Mumbai","3 BHK Flat in Sanpada, Navi Mumbai",Chaurang Cooperative Housing Society,"Sanpada, Navi Mumbai",₹4 Cr,"₹26,666 /sqft","1,500 sqft",(139 sqm),Built-up Area,3 BHK,3.0,Ready To Move,14th out of 17 Floors | Overlooking Main Road,,"This is a east-Facing property. The flat occupies a built up area of 1500 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. The residential building has 17 floors in total and the flat for sale is located on the 14th floor. This is a ready to move project and the property is 10+ years old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an a...",KRISHNA ENTERPRISES,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chaurang-cooperative-housing-society-sanpada-navi-mumbai-1500-sqft-spid-F92645428,,4
3533,R92459942,PROPERTY,"3 BHK Flat in Sanpada, Navi Mumbai","3 BHK Flat in Sanpada, Navi Mumbai",Satyam Altura,"Sanpada, Navi Mumbai",₹5.95 Cr,"₹22,452 /sqft","2,650 sqft",(246 sqm),Built-up Area,3 BHK,3.0,Ready To Move,16th out of 28 Floors | Overlooking Sea,,"This property faces the north-East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a built up area of 2650 sq.Ft. The property is located on the 16th floor of a 28 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move....",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-satyam-altura-sanpada-navi-mumbai-2650-sqft-spid-R92459942,,4
3534,J92950728,PROPERTY,"3 BHK Flat in Palm Beach, Sanpada","3 BHK Flat in Palm Beach, Sanpada",Bhumiraj Hermitage,"Palm Beach, Sanpada",₹4 Cr,"₹27,567 /sqft","1,451 sqft",(135 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,6th out of 27 Floors | Overlooking Park,,Looking for a premium spacious and perfectly located home in navi mumbai your search ends here Available for immediate sell is a beautiful well ventilated and highly spacious 3 bhk apartment in one of sanpada most prestigious and sought after residential complexes bhoomiraj hermitage sector 18 Designed for comfortable modern living this property offers a perfect blend of luxury safety and unmat...,Siddhivinayak Real Estate,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhumiraj-hermitage-palm-beach-navi-mumbai-1451-sqft-spid-J92950728,,4
3535,U90777272,PROPERTY,"3 BHK Flat in Sanpada, Navi Mumbai","3 BHK Flat in Sanpada, Navi Mumbai",Chaurang Cooperative Housing Society,"Sanpada, Navi Mumbai",₹4 Cr,"₹38,095 /sqft","1,050 sqft",(98 sqm),Carpet Area,3 BHK,3.0,Ready To Move,13th out of 17 Floors | Overlooking Park,,"Constructed on a carpet area of 1050 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 13th level of a 17 storey building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. Just walking distance daily needs thing super market, hospital, school temple and 5min vashi rly station",PARAS REAL ESTATE CONSULTANT,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chaurang-cooperative-housing-society-sanpada-navi-mumbai-1050-sqft-spid-U90777272,,4
3536,C92898728,PROPERTY,"3 BHK Flat in Sector 8 Sanpada, Navi Mumbai","3 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Kamdhenu Vogue,"Sector 8 Sanpada, Navi Mumbai",₹3.85 Cr,"₹35,813 /sqft","1,075 sqft",(100 sqm),Carpet Area,3 BHK,3.0,Under Construction,10th out of 36 Floors | 2 side open,,Good enviremental property good location brand new constructed,Laxmi Corporate Consultancy Pvt Ltd,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kamdhenu-vogue-sector-8-sanpada-navi-mumbai-1075-sqft-spid-C92898728,,4
3537,R90280970,PROPERTY,"3 BHK Flat in Palm Beach, Sanpada","3 BHK Flat in Palm Beach, Sanpada",Kshitij Apartment,"Palm Beach, Sanpada",₹4.1 Cr,"₹37,272 /sqft","1,100 sqft",(102 sqm),Carpet Area,3 BHK,3.0,Ready To Move,5th out of 28 Floors | Overlooking Park,,"This is a west-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1100 sq.Ft. The residential building has 28 floors in total and the flat for sale is located on the 5th floor. As the project is already ready to move, so you can easily move into this 10+ years old property. The floor of this flat is...",Shree Real Estate Consultant,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kshitij-apartment-palm-beach-navi-mumbai-1100-sqft-spid-R90280970,,4
3538,F93262032,PROPERTY,"3 BHK Flat in Sector 16 Sanpada, Navi Mumbai","3 BHK Flat in Sector 16 Sanpada, Navi Mumbai",On Requst,"Sector 16 Sanpada, Navi Mumbai",₹4.11 Cr,"₹33,012 /sqft","1,245 sqft",(116 sqm),Carpet Area,3 BHK,3.0,Ready To Move,10th out of 35 Floors,,"This residential flat is west-Facing direction. The flat is over 1245 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 10th floor of this 35 floors tall residential building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with v...",Shree Real Estate Consultant,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-16-sanpada-navi-mumbai-1245-sqft-spid-F93262032,,4
3539,A73162553,PROPERTY,"4 BHK Flat in Palm Beach, Sanpada","4 BHK Flat in Palm Beach, Sanpada",Bhumiraj Hermitage,"Palm Beach, Sanpada",₹5.75 Cr,"₹23,000 /sqft","2,500 sqft",(232 sqm),Super Built-up Area,4 BHK,3.0,Ready To Move,5th out of 26 Floors | Overlooking Park,,"The flat is containing 4 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a super built up area of 2500 sq.Ft. The flat has a total of 26 floors and this property is situated on 5th floor. This residential property is still under construction and will be available for possession immediately. The well built vitrified flooring enhances the aesthetic appeal of this flat. The society...",Maghnani Realty,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bhumiraj-hermitage-palm-beach-navi-mumbai-2500-sqft-r5-spid-A73162553,,4
3540,I93059466,PROPERTY,"3 BHK Flat in Sanpada, Navi Mumbai","3 BHK Flat in Sanpada, Navi Mumbai",Satyam Seasons,"Sanpada, Navi Mumbai",₹4.5 Cr,"₹37,688 /sqft","1,194 sqft",(111 sqm),Carpet Area,3 BHK,3.0,Under Construction,7th out of 35 Floors | Overlooking Park,,Clear title 0.51acres land parcel Full cc received Residencial project G + 35 storey tower ( Single wing ) Sea views from higher floors hill view also 2 entry exits to the project Grand entrance lobby 3 high speed elevators Luxury 3bhk flats Breath taking views Covered parkings Vastu compliant residences - East- West entry Lifestyle amenities at podium level Intercom facility in each apartment ...,Dhanvista Realty LLP,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-satyam-seasons-sanpada-navi-mumbai-1194-sqft-spid-I93059466,,4
